序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,TWD97_lon,TWD97_lat,is_indoor
1657,臺南市後壁區,後?里,後?49-1號,120.3373,23.3846,臺南市後壁區後?社區活動中心,後?里,60,水災,黃正雄,06-6872284#303,是,否,是,182258.06097690226,2587027.5448675095,True
1658,嘉義縣鹿草鄉,碧潭村,184號,120.299389,23.386773,碧潭國小室外,碧潭村,300,震災,王秋蘭,05-3652001,否,是,否,178383.7943607919,2587286.492357159,False
1659,臺南市後壁區,嘉田里,嘉田76號,120.3825,23.3868,臺南市後壁區嘉田嘉民社區活動中心,嘉田里、嘉民里,150,水災,林順福,06-6872284#303,是,否,是,186879.62594135402,2587250.690190788,True
1660,嘉義縣中埔鄉,沄水村,沄水村竹頭崎20號,120.5195,23.3927,沄水社區活動中心,沄水村,30,土石流,吳金才,05-2693667,是,否,否,200886.09432275404,2587850.797230924,True
1661,嘉義縣鹿草鄉,重寮村,160號,120.315098,23.393291,重寮國小室外,重寮村,350,震災,翁嘉祿,05-3752544,否,是,否,179993.04168644495,2588000.613736123,False
1662,花蓮縣玉里鎮,觀音里,觀音9-1號,121.3573,23.3951,觀音社區活動中心,觀音里,0,"水災,土石流",李貴福,8851223,是,否,是,286520.330666637,2588080.0181540754,True
1663,嘉義縣中埔鄉,灣潭村,17鄰1-1號,120.5333,23.3968,灣潭國小 室外,灣潭村,140,土石流,蔡榮松,05-2531660#222,是,否,否,202298.14012287417,2588300.206062138,False
1664,臺南市白河區,內角里,內角1號,120.4409,23.3973,內角國小,內角里、草店里、甘宅里,280,"水災,土石流",徐俊雄,06-6817363,是,否,是,192853.8714416274,2588389.150622878,True
1665,嘉義縣中埔鄉,瑞豐村,瑞豐村坎?45號,120.5266,23.3992,瑞豐社區活動中心,瑞豐村,30,土石流,范植喜,05-2536830,是,否,否,201614.18802746912,2588568.2158333687,True
1666,嘉義縣中埔鄉,同仁村,同仁村同仁1-9號,120.5121,23.4006,圓山托兒所,同仁村,50,土石流,陳仕仁,05-2301518,是,否,否,200132.65534707514,2588728.1913375934,True
1667,嘉義縣中埔鄉,和美村,後庄16號,120.5121,23.4036,和睦國小 室外,和美村、和睦村、和興村,600,震災,曾輝銘,05-2304511#129,否,是,否,200133.7790175803,2589060.4154157066,False
1668,嘉義縣中埔鄉,和興村,和興路91號,120.5121,23.4036,和興國小-室外,和美村、和睦村、和興村,1000,震災,石鴻賢,05-2306717#02,否,是,否,200133.7790175803,2589060.4154157066,False
1669,嘉義縣鹿草鄉,重寮村,15鄰99之1號,120.341819,23.404675,重寮社區活動中心,本鄉,50,水災,徐麗玲,05-3750616,是,否,否,182730.15314866824,2589248.607577143,True
1670,嘉義縣鹿草鄉,後堀村,65之2號,120.341819,23.404675,後堀社區活動中心,本鄉,60,水災,蔡享其,05-3751389,是,否,否,182730.15314866824,2589248.607577143,True
1671,嘉義縣阿里山鄉,里佳村,20鄰31號,120.720934,23.405245,達邦國小里佳分校室內,里佳村,10,"水災,震災",溫惠美,972343350,是,否,否,221478.34213021313,2589185.8371135797,True
1672,花蓮縣卓溪鄉,太平村,1鄰2號,121.3205,23.406,太平國小,太平村,100,"水災,土石流",林進明,03-8888713,是,否,是,282756.2205599075,2589278.2472599335,True
1673,花蓮縣卓溪鄉,太平村,6鄰79-1號,121.3166,23.4071,太平社區活動中心,太平村,50,"水災,土石流",潘佳屏,03-8841364,是,否,是,282357.3567144898,2589399.1807223,True
1674,嘉義縣中埔鄉,和美村,和美村7鄰忠明路40巷8號,120.5122,23.4072,和美社區活動中心,和美村,100,土石流,蔡傳信,05-2301768,是,否,否,200145.34807827327,2589459.0499045537,True
1675,嘉義縣朴子市,梅華里,牛桃灣3-20號,120.2587,23.408,梅華活動中心,梅華里、松華里、新庄里、南竹里、德家里,44,水災,陳宜男,05-3795102-87,是,否,否,174236.50223134013,2589658.05044315,True
1676,嘉義縣鹿草鄉,鹿草村,439號,120.3129,23.4099,鹿草國中室外,鹿草村、西井村,1500,震災,郭宗淮,05-3752037-13,否,是,否,179777.12784424,2589841.030154942,False
1677,嘉義縣鹿草鄉,鹿草村,439號,120.31309,23.410697,鹿草國中室內,鹿草村、西井村,80,水災,郭宗淮,05-3752037-13,是,否,否,179796.9672776386,2589929.200761287,True
1678,嘉義縣中埔鄉,同仁村,同仁村11鄰同仁164號之5,120.5488,23.4108,同仁社區活動中心,同仁村,30,土石流,許萬全,05-2688617,是,否,否,203887.2827836827,2589845.540360258,True
1679,嘉義縣水上鄉,靖和村,46號,120.3774,23.4109,南靖國小-室外,靖和村,880,震災,總務主任廖峰愷,05-2682004,否,是,否,186369.8115772437,2589921.837296361,False
1680,嘉義縣朴子市,松華里,345號,120.2505,23.4114,松梅國小[室外],松華里、梅華里,400,震災,黃志強校長,05-3691083,否,是,否,173400.35733311245,2590038.9161442416,False
1681,嘉義縣鹿草鄉,西井村,296號,120.306853,23.41157,鹿草國小室外,鹿草村、西井村,400,震災,李琇瑜,05-3752004-203,否,是,否,179159.98174047918,2590028.930901863,False
1682,嘉義縣中埔鄉,隆興村,隆興村中正路515號,120.5299,23.4125,隆興社區活動中心,隆興村,30,土石流,陳台生,05-2535949,是,否,否,201956.28403443235,2590039.9710480757,True
1683,嘉義縣中埔鄉,和興村,和興村33鄰和興路91號,120.5103,23.4129,和興國小圖書館-室內,和興國小,100,土石流,王姿?,2306717,是,否,否,199953.3025553822,2590090.9344856823,True
1684,嘉義縣水上鄉,義興村,2鄰57-1號,120.422844,23.418214,義興村活動中心,義興村,100,水災,村幹事蔡坤佶,05-2680620,是,否,否,191017.57744219224,2590712.487464315,True
1685,嘉義縣水上鄉,義興村,2-1號,120.4258,23.4184,義興國小-室外,義興村,260,震災,總務主任王富民,05-2890096#12,否,是,否,191319.75471401904,2590731.879210095,False
1686,嘉義縣布袋鎮,中安里,頂厝1號,120.183067,23.419651,過溝國小-室內,中安里,351,水災,王天賜,05-3451010,否,是,否,166513.50730947565,2590990.1214950383,True
1687,嘉義縣布袋鎮,樹林里,82號,120.214244,23.419879,貴林國小-室外,樹林里、貴舍里,128,震災,蔡幸玲,05-3451641,否,是,否,169699.91973170429,2590997.6580652297,False
1688,嘉義縣布袋鎮,中安里,過溝頂厝11號之2,120.1822,23.4204,過溝多功能活動中心,中安里,226,水災,莊瑞福,05-3454199,是,否,否,166425.37069480785,2591073.573156717,True
1689,嘉義縣中埔鄉,龍門村,龍門村龍山?33號,120.517993,23.42188,龍門社區活動中心,龍門村,60,土石流,張寶堂,05-2535560,是,否,否,200742.8548883098,2591082.7439981443,True
1690,嘉義縣中埔鄉,隆興村,隆興村2鄰8號,120.5241,23.4231,社口國小禮堂-室內,隆興村,30,土石流,蕭榮輝,05-2531094,是,否,否,201367.39602047025,2591215.774841815,True
1691,嘉義縣中埔鄉,裕民村,裕民村石頭厝17號之1,120.5235,23.4235,大有國小圖書館-室內,裕民村,50,土石流,?正發,05-2531561,是,否,否,201306.2270118487,2591260.2740370017,True
1692,嘉義縣中埔鄉,東興村,東興村5鄰25-1號,120.5216,23.4242,東興社區活動中心,東興村,30,震災,汪聰弦,05-2259329,否,是,否,201112.31927177185,2591338.436334209,True
1693,嘉義縣中埔鄉,灣潭村,灣潭村17鄰1-1號,120.5216,23.4242,灣潭國小視聽教室-室內,灣潭國小,50,土石流,李淑惠,05-2531660,是,否,否,201112.31927177185,2591338.436334209,True
1694,嘉義縣水上鄉,中庄村,16鄰40之2號,120.433218,23.424345,中庄村活動中心,中庄村,50,水災,村幹事蔡坤佶,05-2688248,是,否,否,192080.44158468698,2591387.243816072,True
1695,嘉義縣中埔鄉,中埔村,177號,120.5176,23.4244,中埔國中-室外,中埔村、頂埔村、龍門村、??村,1500,震災,蔡宜廷,05-2531002214,否,是,否,200703.62690835778,2591361.947173004,False
1696,嘉義縣水上鄉,溪洲村,13鄰83-1號,120.389382,23.424537,溪洲村活動中心,溪州村,35,水災,村幹事蔡宗治,05-2686773,是,否,否,187600.8100370943,2591426.8050568555,True
1697,嘉義縣水上鄉,忠和村,檳榔樹角6號,120.4501,23.4246,忠和國中-室外,忠和村,600,震災,總務主任蔡旻興,05-2891026#201,否,是,否,193805.7611063535,2591408.7995144543,False
1698,嘉義縣中埔鄉,中埔村,中埔村128號,120.522942,23.425153,中埔鄉公所,中埔鄉轄內,60,土石流,王佳惠,2533321101,是,否,否,201249.80973313382,2591443.5184539426,True
1699,嘉義縣水上鄉,忠和村,檳榔樹角35號,120.4479,23.4258,忠和國小-室外,忠和村,750,震災,總務主任許秀卿,05-2890635,否,是,否,193581.447585709,2591542.5500050276,False
1700,嘉義縣水上鄉,水上村,進學街54號,120.3974,23.4261,水上國中-室外,水上村,1000,震災,總務主任陳幸琪,05-2682024#38,否,是,否,188420.91595407287,2591596.4477593643,False
1701,嘉義縣中埔鄉,同仁村,同仁村24號,120.5566,23.4278,同仁國小-室內,同仁村,100,土石流,?照恩,05-2531205,是,否,否,204690.24586411228,2591725.666654539,True
1702,嘉義縣中埔鄉,社口村,社口村9鄰番仔坑7號之1,120.5614,23.4283,社口社區活動中心,社口村,30,土石流,陳建隆,05-2713325,是,否,否,205180.9190427686,2591779.536161712,True
1703,嘉義縣水上鄉,水上村,水上村正義路141號,120.39801,23.428457,水上鄉公所三樓,鄉公所附近村民；無收容所之村,40,水災,書記蔡釋醇,05-2688526,是,否,否,188484.3432252328,2591857.208852881,True
1704,嘉義縣水上鄉,水上村,正義路182號,120.3972,23.4288,水上國小-室外,水上村,1400,震災,總務主任曾國庭,05-2682073#10,否,是,否,188401.72841561906,2591895.539799599,False
1705,嘉義縣中埔鄉,石?村,石?村22號,120.5125,23.4288,中山國小視聽教室-室內,石?村,30,土石流,陳瑞成,05-2531231,是,否,否,200184.09849943296,2591850.964326391,True
1706,花蓮縣玉里鎮,松浦里,松浦214-3號,121.3737,23.4293,松浦社區活動中心,松浦里,0,"水災,土石流",林誠觀,03-8851650,是,否,否,288186.80739425856,2591871.584462742,True
1707,嘉義縣番路鄉,公田村,隙頂4號,120.6601,23.4298,隙頂國小-室外,大湖村,44,震災,賴韋丞,05-2586218,否,是,否,215267.23018564592,2591918.4023091197,False
1708,嘉義縣番路鄉,公田村,隙頂40號,120.6601,23.4298,隙頂國民小學-室內,公田村,71,土石流,賴瑋丞,05-2586218,是,否,否,215267.23018564592,2591918.4023091197,True
1709,嘉義縣中埔鄉,裕民村,裕民村石頭厝8號之1,120.5126,23.4315,裕民社區活動中心,裕民村,30,土石流,許清興,05-2243025,是,否,否,200195.32872891307,2592149.9324787613,True
1710,嘉義縣水上鄉,三界村,153號,120.4756,23.4318,成功國小-室外,三界村,600,震災,總務主任張世杰,05-2393485,否,是,否,196414.55712492095,2592196.4306573234,False
1711,花蓮縣玉里鎮,三民里,三民131-2號,121.3498,23.4321,三民社區活動中心,三民里,25,"水災,土石流",彭新發,03-8841164,是,否,否,285743.79407397145,2592175.5263855937,True
1712,嘉義縣朴子市,竹村里,36號,120.2389,23.4349,竹村國小[室外],竹村里、崁前里、崁後里，新庄里、順安里,400,震災,黃崇桓校長,05-3693628-11,否,是,否,172228.52164434255,2592647.6483915187,False
1713,嘉義縣水上鄉,柳林村,92號,120.4151,23.4356,柳林國小-室外,柳林村,1000,震災,總務主任陳香錡,05-2683240#213,否,是,否,190233.9757334201,2592641.053636779,False
1714,嘉義縣東石鄉,網寮村,?田27號,120.1525,23.4361,網寮國小-室內,"網寮,掌潭",36,水災,吳芊萱,05-3451544,是,否,否,163400.27197355957,2592829.840025078,True
1715,嘉義縣東石鄉,網寮村,?田27號,120.1525,23.4361,網寮國小-室外,網寮村，掌潭村,490,震災,吳芊萱,05-3451544,否,是,否,163400.27197355957,2592829.840025078,False
1716,嘉義縣東石鄉,西崙村,131號,120.1832,23.4363,龍崗國小-室內,"東崙,西崙",38,水災,蔡文山,05-3451070,是,否,否,166537.5515090253,2592833.8663993096,True
1717,嘉義縣東石鄉,西崙村,131號,120.1832,23.4363,龍崗國小-室外,"東崙,西崙,塭仔",527,震災,蔡文山,05-3451070,否,是,否,166537.5515090253,2592833.8663993096,False
1718,花蓮縣卓溪鄉,古風村,12鄰4號,121.332,23.4363,古楓社區活動中心,古風村卓楓、白端社區,50,"水災,土石流",林章成,03-8881852,是,否,是,283923.84125764057,2592636.3321968913,True
1719,花蓮縣卓溪鄉,立山村,6鄰58號,121.332,23.4363,立山社區活動中心,立山村,50,"水災,土石流",高雅芯,03-8841572,是,否,是,283923.84125764057,2592636.3321968913,True
1720,嘉義縣中埔鄉,深坑村,深坑村深坑85號之2,120.5273,23.4383,深坑社區活動中心,深坑村,30,土石流,許清興,05-2243025,是,否,否,201699.93398388868,2592897.9709097557,True
1721,嘉義縣東石鄉,塭仔村,3鄰69號,120.175,23.4384,塭仔村圓明寺,塭仔,40,水災,如德師父,05-3454681,是,否,否,165700.9495722268,2593071.210325842,True
1722,嘉義縣番路鄉,草山村,永興22號,120.6072,23.4384,大埔國小永興分校-室外,草山村,160,土石流,鄭永章,05-2931013,是,否,否,209864.17219035767,2592884.5171477115,False
1723,嘉義縣番路鄉,觸口村,14鄰觸口1號,120.6072,23.4384,龍隱寺-室外,觸口村,265,震災,邱炎山,05-2591322 05-2593352,否,是,否,209864.17219035767,2592884.5171477115,False
1724,嘉義縣朴子市,崁前里,崁前24號,120.2368,23.4389,崁前活動中心,崁前、崁後、竹村、順安等里,25,水災,蘇金松,05-3795102-92,是,否,否,172016.27570381825,2593091.7671150174,True
1725,嘉義縣中埔鄉,頂埔村,頂埔村8鄰頂埔10-6號,120.5468,23.439,頂埔社區活動中心,頂埔村,30,土石流,吳金才,05-2693667,是,否,否,203692.69977838523,2592969.0860246145,True
1726,花蓮縣卓溪鄉,崙山村,1鄰12號,121.3443,23.4391,崙山國小,崙山村、立山村,100,"水災,土石流",莊凱杰,03-8841350,是,否,是,285179.92736320186,2592949.3557446566,True
1727,花蓮縣卓溪鄉,崙山村,1鄰11-1號,121.3438,23.4393,崙山社區活動中心,崙山村,50,土石流,施鎮村,03-8841362,是,否,是,285128.7850155104,2592971.381811067,True
1728,嘉義縣中埔鄉,和興村,和興村中華路305巷246號,120.4516,23.4394,和興社區活動中心,和興村,30,土石流,郭進發,05-2536761,是,否,否,193965.2876693841,2593047.204553217,True
1729,嘉義縣中埔鄉,金蘭村,金蘭村1鄰14號,120.5068,23.4401,金蘭社區活動中心,金蘭村,30,土石流,陳季英,05-2362981,是,否,否,199605.90987467434,2593104.3296156568,True
1730,嘉義縣太保市,安仁里,信義二路1號,120.3404,23.4402,永慶高中[室外],安仁里,70,水災,朱俊佳庶務組長,928790668,是,否,否,182603.12316944974,2593183.4483891707,False
1731,嘉義縣番路鄉,公田村,番路鄉公田村6鄰34-1號,120.6382,23.441,公田社區活動中心,公田村,35,土石流,林朝新,05-2308662,是,否,否,213032.4680653594,2593164.145817389,True
1732,嘉義縣中埔鄉,和睦村,和睦村14鄰公?42-18號,120.4742,23.4427,和睦社區活動中心,和睦村,30,土石流,葉瑞華,05-2305520,是,否,否,196275.90245593013,2593404.043115313,True
1733,嘉義縣中埔鄉,石?村,石?村中山國小旁,120.4536,23.4428,石?社區活動中心,石?村,50,土石流,范植喜,05-2534788,是,否,否,194171.07747996063,2593422.952759852,True
1734,嘉義市西區,湖內里,湖子內路741號,120.44156,23.44316,嘉義市垃圾焚化廠,湖內里,150,"水災,震災,土石流",黃信行,05-2365669#110,否,否,否,192941.0074788503,2593467.5391215254,True
1735,嘉義縣水上鄉,大崙村,111號,120.3584,23.4434,大崙國小-室外,大崙村,1000,震災,總務主任賀惠芳,05-3711381,否,是,否,184443.9668919,2593529.5207097237,False
1736,嘉義縣中埔鄉,義仁村,義仁村挖仔厝17號前面,120.529,23.4443,義仁社區活動中心,義仁村,30,土石流,陳沁芬,05-2535638,是,否,否,201875.81410143588,2593561.8522212463,True
1737,嘉義縣太保市,春珠里,1鄰8號,120.3299,23.4446,春珠社區活動中心,春珠里,70,水災,蔡雄卿,912750097,是,否,否,181532.4837790408,2593675.6763019343,True
1738,嘉義縣中埔鄉,和睦村,和睦村13鄰中華路630巷43-3號,120.459,23.4447,三和公園活動中心,和睦村,30,土石流,葉瑞華,05-2305520,是,否,否,194723.62923658232,2593631.280598412,True
1739,嘉義縣中埔鄉,裕民村,石頭厝17之1,120.4958,23.4456,大有國小-室外,裕民村,50,震災,黃桂菲,05-2531561,否,是,否,198484.06674392143,2593717.302972402,False
1740,嘉義縣中埔鄉,石?村,22號,120.4958,23.4456,中山國小 室外,石?村,100,震災,黃美維,05-253123113,否,是,否,198484.06674392143,2593717.302972402,False
1741,嘉義縣中埔鄉,灣潭村,灣潭村客庄15鄰15-7號,120.4597,23.4457,灣潭社區活動中心,灣潭村,30,土石流,高淑貞,05-2533217,是,否,否,194795.56831450757,2593741.7546612425,True
1742,嘉義縣番路鄉,觸口村,18鄰梅花七路3巷1號,120.582035,23.448022,逐鹿社區活動中心,觸口村,100,震災,楊尚鋒,972310037,是,否,是,207295.90503485652,2593957.305634961,True
1743,嘉義縣東石鄉,洲仔村,4鄰44-1號,120.1945,23.4513,洲仔代天府,"洲仔,圍潭",300,水災,陳弘欽,05-3706841,是,否,否,167701.5555598836,2594488.564784991,True
